,1_week,2_week,3_week,1_month,2_month,6_month,12_month
ACB,7.374319032476199,15.006332308499665,18.247181680061196,14.724767172621386,20.116096114614148,20.685554934977436,42.58275011691365
BCM,1.9113591094028877,3.2323424271681294,4.309744143656599,3.4550575341012193,1.022899621098784,12.385007155474472,59.25051556876858
BID,4.743284153713987,12.505548433510194,12.744901467622938,11.259948703919257,16.92797339345939,8.01267420049816,7.315654709087119
BVH,3.311403868055507,4.949126485104576,8.771064725359912,7.010417715699437,8.544069807461224,3.054115138625282,1.2357219100426824
CTG,4.631756616476864,11.39023458727994,11.480850781943554,10.38897297966975,10.679558796792891,17.232775276402187,20.51648578712169
FPT,4.802111790347679,6.953765779105329,9.008996726874537,6.911510640854951,7.6877094573994915,18.655248389674906,34.07098376436297
GAS,2.4265029380802683,1.9434545067193891,3.9444356818258095,4.686433870785233,3.7133263023795298,12.685469286662581,41.53878274550967
GVR,6.507784281728478,16.323475873371223,22.635760102831536,14.320700456220898,23.326972767391492,56.137660087198405,76.0266254049385
HDB,5.495070224529179,9.457133837588447,17.411590944725937,17.196672201507372,22.663845429600077,37.756635632288784,59.81269408821608
HPG,9.854115506700891,19.065604234559927,22.153314535729404,19.252089443452324,27.025285864665033,56.087585320938175,74.83149065303316
MBB,6.610832127890727,13.13531315319301,14.72191890326332,10.722801475245143,11.857361955188853,34.30780469228178,45.811077411345806
MSN,1.8986274095722115,4.9206317861201585,9.368279659390819,3.4447024301758735,6.032837832487573,5.716570269400654,22.2365349190164
MWG,1.5816693459670135,5.703446667272347,14.754740107615977,13.287525496241095,12.505653590896202,43.72446916566658,68.35390375264032
NVL,4.173945167158935,7.997441965329825,12.654732013207934,17.088172692272945,7.48259029029386,61.94131541868536,87.26432125066576
PDR,6.569982298168497,9.263342189065527,11.110723944821267,5.013450030766091,17.060486863294674,67.82327883344749,92.87308444716321
PLX,14.612815781766075,16.650529149004388,16.425363152164948,18.321185820502244,25.656034166331747,34.605144017130264,46.36021250858944
POW,10.330038392172664,14.522286408250809,17.132892435042972,17.111708180953705,25.08546566685886,38.17164011641988,43.65088862737591
SAB,2.6795119411323034,8.198159297304306,8.947675322912374,12.526682106594539,6.642339476162235,16.954602495013795,198.45888218615747
SSI,8.384449508478479,17.071089072810945,23.560060407040456,17.663039441300445,26.022546220311426,59.60009930563612,81.89009598005953
STB,10.41023819950916,16.552312579533996,19.00153824976587,12.871557757047924,20.207230913020744,36.82528353062949,43.93320879101585
TCB,7.677890279300222,13.895599620437302,16.216223987635985,13.05951530971534,17.760337440514924,42.7653082547162,58.771298087060664
TPB,8.040314208952013,11.200990067260765,19.439003447046716,19.47672467727801,23.729514215960947,15.868052789812934,38.988638932223004
VCB,8.101042979755942,10.23101429447486,12.591777624587044,14.64519234008982,13.551106971777942,19.056483649801706,1.259400908891898
VHM,4.982570738713023,9.98534152206966,9.035363565748217,1.9402827132512228,3.068806138119159,32.97731970626395,35.31909417096308
VIB,12.144226549496253,20.286540441418854,23.95037951655139,24.610811998658004,23.72053793815845,38.390750256800146,61.6791959360556
VIC,2.7379964949434137,5.072080389805235,9.281169876266935,6.063095536410477,8.248259777392787,20.80352563497994,32.66027864471563
VJC,0.0007550003517823136,1.615223933228536,6.831924169605016,0.0720052709433703,4.554544523661105,7.3773122560119,13.876725978955005
VN30INDEX,5.688042144269244,10.124534392996567,12.592571449491263,9.34253116847719,10.63370445273123,27.07154066205956,41.87461140624915
VNINDEX,4.927016181831106,8.772706419841212,11.40021983622332,9.116429364389212,10.65405078443703,25.81037599040803,40.341750870239146
VNM,5.882554963154131,6.003334249034838,1.5774347329216791,0.15213388201094136,2.248489453039447,1.0636387153964042,1.2011447787093181
VPB,5.230177094746261,10.863736448541065,11.419861508247143,5.675702613073295,12.428801348393534,35.59287989186849,53.60663151933988
VRE,8.440965190101263,9.93599686054431,9.677173935528788,6.230994128596098,2.104455818610991,5.824493999777832,1.441067830893819
